people_ID,infect_prob_20
5686,0.514481
6027,0.5165031
5751,0.5157572
18812,0.6249627
18688,0.52369773
18441,0.6144202
5508,0.5155809
5889,0.5166436
5843,0.5184446
5459,0.51033425
18141,0.51044756
18757,0.6402159
6313,0.5182314
6032,0.6307676
18475,0.5188315
17702,0.51767784
5815,0.516812
18816,0.51259345
18589,0.52147615
17738,0.5156837
18553,0.52023757
5538,0.5134009
18472,0.51341623
5453,0.51356995
18026,0.51512945
18409,0.51724225
5444,0.5128311
17965,0.51184016
18541,0.5156534
5371,0.5180916
6051,0.5195277
18882,0.5180756
5108,0.5143382
6005,0.6322033
5380,0.5171052
6151,0.51233023
18195,0.5137843
17695,0.5200538
5101,0.5177848
5255,0.51678675
5579,0.51425105
18509,0.51684785
5257,0.51326746
6310,0.6388413
5431,0.51562387
17703,0.5166792
18316,0.5195854
5174,0.5146734
18337,0.5190669
18515,0.5149462
17993,0.6295646
6232,0.5180315
5339,0.5168987
5972,0.5199613
6097,0.5177961
5130,0.52221066
5934,0.5162016
17646,0.63420266
5803,0.51220006
18134,0.63804543
18301,0.5192781
18071,0.5142644
5973,0.5150995
17972,0.6320985
6212,0.6353729
17886,0.51189727
18584,0.5143787
18027,0.55430186
5093,0.51416343
5817,0.5120675
5519,0.51442045
18127,0.51581043
6144,0.5123807
5430,0.51394236
6179,0.5152974
5921,0.51377654
5788,0.512073
17960,0.50917965
5682,0.52023387
5713,0.52168566
18735,0.5157942
18693,0.5146078
6256,0.5178014
18064,0.5139551
18302,0.51151186
5620,0.51342607
18010,0.51154304
18647,0.5137558
5749,0.51166356
18286,0.5126425
5381,0.51222676
6012,0.514817
18043,0.51462597
18845,0.5472395
17736,0.5124383
17919,0.51630193
5297,0.5169444
17651,0.51903707
5109,0.51380724
5756,0.5188991
17628,0.5203711
6237,0.5129976
18407,0.518733
5157,0.5167897
17902,0.5146064
18650,0.5146993
5589,0.51514596
6010,0.511095
18792,0.51492816
17932,0.51174194
18568,0.5135481
17684,0.51255834
5573,0.52122253
17685,0.5151088
5948,0.6138721
5469,0.50959426
18736,0.6306819
17664,0.51409185
6319,0.62140995
5421,0.5187781
18648,0.5156308
18369,0.6162657
6065,0.51602936
18486,0.5188713
5259,0.51050216
18524,0.6416303
17774,0.5149704
5955,0.5108298
17701,0.5119453
6312,0.5130257
18094,0.5134993
17647,0.51372445
5515,0.6367049
18087,0.5125299
18278,0.5137514
18868,0.5125674
18764,0.51274854
5478,0.50955737
6091,0.51233137
18358,0.5119918
18570,0.6320878
17994,0.51020765
17931,0.5115262
18476,0.5140063
6314,0.5166557
5727,0.6351153
5879,0.6256071
6240,0.5128108
17663,0.513452
18457,0.6225392
18562,0.51074666
17908,0.59690905
18183,0.5115471
5203,0.5158355
18658,0.51377255
18745,0.5148407
17889,0.5114939
5185,0.62905556
6161,0.51119316
5833,0.51120967
5348,0.5135915
6261,0.5146373
5841,0.51568425
5503,0.5106002
5187,0.5165593
18789,0.5109063
5674,0.5111913
18768,0.5124262
18430,0.51512176
5931,0.5128031
18787,0.6338937
5284,0.5149545
18544,0.5130217
18726,0.51290375
17907,0.5104927
17850,0.5162858
18073,0.5139499
5631,0.5105746
6190,0.5107694
5482,0.5072586
18865,0.51079726
18700,0.520321
6234,0.6109346
5689,0.51458734
18585,0.51179916
17674,0.51961046
17875,0.6349038
5997,0.51205975
5405,0.5130849
18201,0.6056928
18575,0.51687515
5196,0.513417
17709,0.55114675
5687,0.514176
6284,0.63247025
6140,0.5163544
18352,0.51082456
17718,0.5136201
6247,0.5082726
18578,0.51680046
18135,0.5098744
6052,0.6116833
5132,0.50843483
5846,0.50663704
5138,0.60056883
5149,0.51092494
6321,0.50996846
18115,0.5086396
5688,0.50948054
5748,0.5161541
17793,0.51055014
5855,0.51425755
6305,0.5476446
18085,0.5101059
5404,0.63354075
5870,0.51184464
18866,0.51012236
5957,0.5088589
18138,0.51081467
6246,0.5084752
18643,0.51352745
6210,0.6133291
17843,0.511971
18260,0.51419604
5667,0.6061776
18661,0.512638
18319,0.5132043
5762,0.5078376
17727,0.51095057
18853,0.50859076
6251,0.5492299
18710,0.5104835
18809,0.5978692
6067,0.5095755
6138,0.5143924
5374,0.50793684
18408,0.62993044
5331,0.5056969
5194,0.50736123
18692,0.54360294
18668,0.5117008
5296,0.5106691
5546,0.5124381
5442,0.50747985
5699,0.507475
18255,0.62251854
5744,0.5092349
18169,0.6264295
18343,0.50978583
17626,0.5051474
17878,0.633745
5474,0.5070011
18653,0.61898506
5137,0.5098655
5602,0.49264413
5907,0.48306215
5779,0.48146737
18180,0.47950095
18188,0.47872138
18207,0.63157547
5379,0.64100003
18106,0.50337124
5783,0.5046178
17890,0.49653825
5866,0.5056432
18012,0.5045712
17711,0.50241107
6133,0.50244033
6071,0.5111791
5857,0.50449324
18462,0.50485975
5116,0.6306351
6136,0.51459926
17704,0.6353349
5662,0.5142534
17690,0.5106288
6131,0.61449844
18288,0.50624955
18203,0.50959444
18110,0.64169955
17743,0.5041146
5207,0.5098106
5298,0.6309209
5328,0.51013047
18238,0.6014813
5426,0.6365596
6298,0.50249654
6106,0.5086516
5282,0.50279236
6178,0.63334405
18227,0.51250386
17631,0.5155657
5598,0.5062757
17820,0.5027991
18312,0.50405896
18716,0.5100228
18529,0.50319874
17925,0.502477
18314,0.5061651
5859,0.50829595
6283,0.51007456
5562,0.50974804
5722,0.5129236
18059,0.51070464
5770,0.51048213
18181,0.6365464
17649,0.5054785
5828,0.5037483
5778,0.49868867
17772,0.516848
18732,0.50923175
6073,0.504884
18687,0.5139766
5395,0.5145015
6058,0.50952274
18579,0.51991326
18846,0.51887226
5265,0.5105106
17862,0.5168899
5237,0.6387714
17976,0.5073362
18267,0.62793005
6048,0.51541984
18237,0.519082
18077,0.51718515
18299,0.5164503
5166,0.5180514
5824,0.51350415
5216,0.5149573
18788,0.51387435
6231,0.5160054
5178,0.508563
18208,0.5163576
18376,0.5161486
5350,0.6378346
5903,0.5123467
18061,0.5172548
18821,0.50140154
18374,0.51791227
5392,0.515497
17958,0.5146301
6315,0.5130047
5349,0.5155733
5227,0.5159365
5280,0.5577775
6303,0.6368807
6023,0.51551306
5581,0.511618
18202,0.6316125
5970,0.5140051
18504,0.5150742
18047,0.5157836
5532,0.63477236
18588,0.5139627
6098,0.5125352
6189,0.5151855
17632,0.5017892
5359,0.51569086
18500,0.5168758
6293,0.5132028
5205,0.61277884
17915,0.51716095
17987,0.51646584
5517,0.5139908
5501,0.6428112
5764,0.51564693
18211,0.6190373
18487,0.6272954
17863,0.51499504
5191,0.51591486
6111,0.50958085
5769,0.5181595
18605,0.63334376
18038,0.51567245
5930,0.5142909
18072,0.51181805
6102,0.64074
18020,0.5162428
17665,0.51434124
17668,0.51622117
18705,0.51427346
17968,0.63471156
18212,0.51379925
5968,0.5120351
17938,0.51508933
6277,0.51424485
18536,0.516443
18613,0.635352
5766,0.51007557
18474,0.5118317
18297,0.6224658
18753,0.5154563
18701,0.61216277
5835,0.5135748
18142,0.5126879
18838,0.5138265
17719,0.6306249
5890,0.5136846
5560,0.6306858
17658,0.51555425
18582,0.51180905
18300,0.51357234
18679,0.6244061
18365,0.5159466
18901,0.6342551
18414,0.51501393
18889,0.5115125
18257,0.51350015
18884,0.5144193
18873,0.5126996
5369,0.5123013
18698,0.5130492
5746,0.63877076
17844,0.6411712
18893,0.51243037
17867,0.51068914
17899,0.5087082
18546,0.5148531
18325,0.5142731
6220,0.512564
18625,0.51498187
18053,0.5127312
5607,0.6377411
5989,0.51350987
17712,0.5119719
18799,0.51347405
5483,0.5133123
6157,0.51300776
5715,0.51397157
17814,0.54669917
17754,0.5117507
5375,0.5141554
17627,0.6364759
17654,0.6321242
5923,0.5064989
18348,0.5138388
18657,0.5080596
5262,0.51155293
18491,0.5133435
5851,0.64364517
17956,0.51143396
6270,0.51298386
5932,0.5142979
18323,0.5159055
5290,0.6342063
5434,0.5091778
17782,0.51398367
5836,0.51152605
5729,0.51330143
17780,0.51176614
17757,0.50956976
5197,0.5081054
18498,0.5092904
18832,0.64525867
18023,0.50958353
5435,0.50951767
18852,0.5071272
18254,0.512181
18024,0.5119024
6194,0.5091979
18007,0.6125962
5473,0.6246865
5550,0.51334584
18451,0.6450027
6081,0.5147788
5506,0.505701
18098,0.5130194
17952,0.514059
5844,0.5099493
5692,0.5110584
5499,0.51066124
5145,0.51337755
18499,0.5114692
5084,0.5096095
6169,0.5993133
18758,0.51378965
18419,0.5101709
5838,0.5117492
5847,0.51190114
18869,0.5141001
5346,0.5090169
18885,0.51134616
5183,0.5117008
5818,0.51782805
5648,0.5165737
18390,0.63413715
18537,0.51373214
17954,0.5101267
17786,0.5102675
17636,0.51486063
17660,0.5128837
18221,0.51274526
5869,0.5094551
5656,0.51359946
5684,0.50969833
5141,0.5159437
6168,0.5145356
18908,0.51396674
5531,0.50814617
5680,0.63051987
5960,0.50863796
18065,0.50778985
18429,0.5113177
18793,0.50288343
5457,0.5108262
18356,0.5093371
17766,0.62248844
6066,0.51441467
18841,0.5572624
5549,0.6177569
5398,0.50864816
17904,0.5117389
18322,0.6414935
5119,0.5131343
5705,0.6135717
5977,0.51640284
18125,0.51477706
18080,0.51216143
5946,0.51239204
18677,0.51156294
6046,0.54749423
18317,0.50900847
5892,0.5111611
5300,0.5087283
5291,0.5128468
5819,0.512517
18444,0.51293486
5294,0.6160412
6055,0.5108199
6064,0.5092822
18667,0.51384604
5541,0.5126028
5991,0.5139222
6244,0.62983495
5837,0.6326495
5827,0.5117408
18697,0.51026255
18146,0.6086442
5920,0.51054525
18111,0.5088463
17933,0.61521
18607,0.51115113
18248,0.50964516
5831,0.507594
5184,0.50750875
17934,0.50649256
17746,0.5088713
6202,0.51196754
5199,0.50794363
5884,0.5117543
17728,0.5074103
5657,0.50714004
5144,0.5105568
6217,0.6141703
17677,0.511429
6026,0.5060444
6233,0.5090873
5446,0.62723696
5962,0.514238
18423,0.5119198
17715,0.6239177
17841,0.5091354
5800,0.5073621
6187,0.5112271
5361,0.6177932
5384,0.61626947
18797,0.5103052
18287,0.5118363
5558,0.5063313
18790,0.50863457
5771,0.51193106
5209,0.63492
6243,0.50728464
18747,0.5082394
18587,0.6325202
5086,0.5126245
5443,0.50474685
5148,0.5099843
18649,0.5073494
6278,0.50769776
18204,0.50948507
5422,0.61350536
5467,0.50983053
17923,0.63790476
18320,0.62770474
5094,0.51225847
6088,0.5108041
5429,0.51452357
5529,0.5085971
18218,0.50981224
5679,0.50392026
17913,0.5125678
18576,0.5093091
18724,0.51137906
6238,0.5120851
18637,0.5113647
18748,0.50647163
5252,0.62675726
18075,0.50742906
18222,0.50529337
5273,0.5097026
5886,0.5056064
6033,0.5115115
18291,0.50887173
5616,0.6321246
18166,0.5077545
17692,0.5102324
5219,0.51097775
5988,0.5081271
5504,0.5068285
18129,0.51217127
18440,0.6126594
18488,0.5114262
18131,0.50826615
18849,0.5051096
18162,0.5024314
18829,0.6395048
5156,0.5112506
18013,0.50833195
18804,0.5064021
17708,0.5070292
17795,0.5137613
5811,0.5074265
17936,0.511488
5221,0.5113277
5845,0.5066068
18490,0.5104727
5126,0.5069689
18367,0.51294565
5767,0.6309439
5438,0.50653696
18746,0.5009848
18883,0.51065713
17822,0.50891364
5535,0.50481915
5447,0.5107981
5804,0.50717175
18729,0.50878876
18032,0.63373554
5570,0.5102729
18837,0.5075139
18690,0.5109204
5245,0.50298566
6123,0.5116663
17916,0.5092713
18859,0.5092436
18232,0.5070884
5954,0.5067286
5308,0.5065976
18458,0.507006
5813,0.50708747
5914,0.5107867
18561,0.5073255
18114,0.6201643
5590,0.5062328
17848,0.50694853
5309,0.50860727
5110,0.6354552
6192,0.5117444
5079,0.50860536
5640,0.5077762
18067,0.5061686
5695,0.5059532
18620,0.5063826
18215,0.62019384
5626,0.5059652
17720,0.50480044
18548,0.50742084
6280,0.62719494
18449,0.5113965
18450,0.50675684
18005,0.5122822
18831,0.5042672
18683,0.5049772
17764,0.50767785
5439,0.50547683
6322,0.50604624
18280,0.500401
6172,0.5117529
18466,0.63348204
18359,0.5101378
18002,0.5063326
18334,0.6421494
6110,0.5057583
5486,0.51268417
5251,0.611439
5919,0.51076347
6215,0.50693405
5812,0.63036835
18156,0.5095807
17650,0.50579476
18415,0.5082296
18160,0.50767225
5928,0.5083292
6056,0.6385515
18025,0.5106699
6054,0.5082203
17681,0.5081253
17776,0.50734055
18133,0.5062852
18708,0.50553936
5394,0.5114927
6119,0.50663906
5270,0.5100465
17959,0.50627625
5406,0.5077544
5950,0.50280863
18168,0.61321884
18029,0.50378954
6239,0.5059348
18467,0.63790315
17964,0.50668615
18656,0.5068617
18552,0.5060775
18079,0.50385404
18678,0.61750585
6039,0.50337327
18185,0.5094869
6203,0.50389063
5360,0.5048063
18909,0.5093931
18196,0.61352444
18632,0.5082419
18512,0.50435114
18034,0.55571145
5268,0.50440204
6223,0.5066578
18631,0.50514466
5373,0.50849843
18696,0.51244783
5789,0.5081782
18900,0.5083486
5681,0.51251215
18283,0.5052112
18847,0.62831134
5159,0.5110737
5551,0.6274456
18074,0.5111598
17784,0.50572574
5335,0.50484884
18903,0.50904745
18062,0.5033599
18630,0.50720185
5599,0.5071401
17999,0.507146
5701,0.5015202
18827,0.50388324
17970,0.60599655
5419,0.51166356
18581,0.5018153
17861,0.63463724
5393,0.5094966
17806,0.62661153
6129,0.50906664
5161,0.63920367
17804,0.5023838
5780,0.5022268
5479,0.5039715
18086,0.50229925
6248,0.5058167
17798,0.50542814
18157,0.5074031
18272,0.5041158
18022,0.505002
18770,0.50918514
5230,0.50596386
5565,0.63369924
18539,0.6192424
18167,0.50555384
5615,0.50214237
18307,0.5033385
5397,0.50662977
18102,0.5089557
18324,0.5112341
18099,0.6322783
18015,0.5078442
5481,0.50089693
18418,0.5076842
17831,0.50427866
6115,0.5126651
17982,0.5031915
18014,0.5054589
18779,0.5037145
18820,0.5063199
18558,0.50836676
18017,0.50568736
17837,0.5017645
5976,0.51152587
18306,0.5065593
6272,0.5044158
18331,0.6256294
5561,0.50385654
17669,0.5053255
18855,0.5072443
5528,0.5081629
18321,0.5048742
18172,0.50721115
18614,0.5069524
17748,0.50207055
17800,0.6419919
5945,0.50597286
18514,0.50332934
5644,0.50828767
5982,0.50445455
5288,0.54916376
6265,0.5085121
5840,0.50547487
17851,0.630132
18246,0.5025404
6250,0.5035005
5214,0.5072847
18777,0.50806123
6001,0.49904522
5782,0.50072074
5484,0.50824064
5760,0.5037386
6218,0.5031193
5953,0.50756824
18577,0.50519514
6264,0.512542
17770,0.50391597
18634,0.5030708
5938,0.50937086
6214,0.5064647
5324,0.5032562
18108,0.5014929
18469,0.50144875
18672,0.50639
18480,0.6363985
18531,0.5072128
6180,0.6242968
5454,0.50295526
5364,0.63290274
18088,0.61242163
17922,0.50457567
6286,0.5106777
18456,0.50457364
17975,0.50403786
18397,0.5021407
5242,0.5025648
5244,0.50650746
18445,0.64226484
18281,0.50246686
5636,0.5069801
17957,0.5078686
18761,0.5039417
17990,0.5039375
5123,0.62383455
5801,0.5057689
6235,0.5034142
6108,0.62509334
5659,0.5054017
18503,0.63910055
5190,0.50417477
18711,0.4973421
18670,0.50397503
18814,0.5013559
18057,0.63063854
18751,0.50777006
18786,0.501697
6150,0.5072808
18574,0.50405276
18506,0.506876
18828,0.5002003
6069,0.50281006
5180,0.50514287
6166,0.50271666
17791,0.501713
5113,0.6121753
17939,0.50388575
6259,0.5062269
17928,0.5039342
17624,0.63345957
17623,0.6105727
18477,0.5025506
17734,0.50164944
18275,0.50377184
17998,0.50288856
17992,0.50142795
5655,0.50476545
5969,0.5024306
5863,0.5013323
18803,0.5093804
5418,0.5092831
5850,0.50737387
5240,0.5063304
5672,0.50142366
6094,0.5034957
5293,0.49981797
5081,0.5047635
5537,0.50519806
5663,0.5027846
17790,0.50215435
6205,0.62764704
6198,0.5079954
5566,0.5043653
5742,0.62523586
6096,0.6384954
6004,0.6353041
5092,0.6245365
18593,0.5063746
6177,0.5030684
5413,0.50557745
5917,0.5014554
5211,0.55143857
5848,0.50375843
17839,0.5025814
5553,0.50223523
18590,0.50362396
5451,0.6463474
6273,0.5031705
17641,0.50472647
5523,0.50184304
17749,0.63100463
6093,0.5037237
5440,0.50349313
18671,0.50181013
5743,0.607244
17740,0.63121814
5153,0.50246185
17881,0.5037883
18256,0.6045282
18638,0.5034526
5396,0.5090467
17997,0.6378154
17687,0.49942404
18627,0.5069332
5277,0.543195
18826,0.637344
5719,0.50150156
5600,0.50098646
18112,0.54990894
5522,0.497766
18089,0.6341608
5090,0.6024563
5124,0.50084436
18120,0.6280294
5557,0.5008349
5796,0.5026894
17937,0.50251883
18265,0.50396377
18878,0.50178295
5773,0.50446516
18091,0.49929744
5964,0.6191209
18019,0.6307368
5133,0.5077394
6170,0.50028616
17803,0.5029988
5966,0.5072883
18124,0.5077873
18717,0.49999997
5243,0.5018135
17882,0.49939555
18533,0.49635231
18876,0.50161844
18744,0.5011166
5278,0.501317
5239,0.50006753
5358,0.62291163
5574,0.50286216
5641,0.622759
18186,0.63373303
17885,0.49835497
5939,0.5008757
5155,0.49630713
5412,0.62765306
17699,0.49907827
17640,0.6167731
18522,0.5917751
17905,0.49890837
5575,0.502359
5569,0.6147308
5325,0.5024593
18703,0.504536
17898,0.50061285
18351,0.49533764
18560,0.5015247
5372,0.4977923
17985,0.6151726
5186,0.5021085
5098,0.49746335
18063,0.49915534
6041,0.50184244
5638,0.5010402
18493,0.49952623
18216,0.4987242
18223,0.50150555
5694,0.49804524
5088,0.499695
18621,0.4995884
5363,0.49725986
5943,0.63210213
5765,0.49801314
17870,0.5005214
5106,0.49876294
18004,0.61511564
17980,0.497993
5385,0.62729317
5810,0.5061613
6236,0.49790066
18393,0.5381106
5721,0.4984446
18045,0.50114465
18335,0.49908757
18008,0.61238444
5468,0.49838862
18806,0.4996741
17819,0.5017018
5965,0.4966132
18230,0.4993583
5336,0.49697608
5577,0.50078934
18760,0.49837068
17860,0.53983307
18782,0.5016187
6072,0.6323033
17744,0.49933788
18519,0.50273645
17811,0.5006619
5445,0.5001884
5491,0.49587357
5992,0.49464387
5269,0.49692008
18608,0.49845302
5582,0.4962173
5961,0.4973348
18092,0.49409452
17830,0.5000322
17778,0.4939175
6036,0.49778387
17698,0.49594915
5286,0.49804375
18619,0.49973828
6242,0.49721268
5320,0.6004658
6149,0.62673813
18048,0.49448434
17852,0.4968771
6208,0.4950241
18363,0.49300215
5937,0.49239603
6007,0.49114776
5248,0.5389853
17691,0.4903081
5411,0.4820474
5533,0.48312408
5806,0.6028613
5867,0.48771086
5902,0.48349482
5465,0.6307261
5441,0.48682028
5279,0.48777318
17745,0.58762664
18795,0.6167531
18743,0.49341592
18193,0.63598496
5935,0.4928604
5222,0.4871987
5633,0.4873476
5326,0.48262945
6113,0.4821515
17914,0.47900426
18132,0.48906866
18199,0.49063027
6260,0.48954967
17893,0.48512322
5518,0.48458776
5568,0.5798488
5231,0.49269438
5926,0.49422693
6164,0.4906712
18126,0.49115214
17989,0.48942575
18368,0.62438506
5527,0.48333687
17785,0.48700127
5341,0.60124886
5979,0.6087886
17812,0.63050777
5492,0.49628192
5864,0.6121358
18566,0.5961053
18600,0.6307372
6301,0.4861089
17700,0.60864115
17630,0.4866923
5936,0.48170733
18725,0.4934245
5610,0.4892567
17775,0.626549
17672,0.4908493
5340,0.63620555
18290,0.49743637
18249,0.6386358
17633,0.4881882
18392,0.48414811
18431,0.49828732
6185,0.49702275
6075,0.49701414
18860,0.48240083
6034,0.49141967
5322,0.60746866
5505,0.49432528
6017,0.49869752
5604,0.49811807
18784,0.4984578
17918,0.49808398
17854,0.49678397
5873,0.49529272
5462,0.49785298
17946,0.4942245
6146,0.6130518
18182,0.4940774
17945,0.49717653
18655,0.4934177
18435,0.4962789
18226,0.4920653
18895,0.49714646
5097,0.49493238
5871,0.4957383
18597,0.495817
18520,0.62525576
6050,0.4897917
18645,0.49150336
5179,0.49567053
18564,0.49524927
5168,0.49334946
18666,0.49479517
5301,0.49548653
18109,0.49352837
6184,0.49512923
5635,0.53904164
6090,0.49697483
6000,0.49420422
5437,0.49697387
5775,0.49731758
5353,0.48938888
5985,0.4969359
17643,0.4962348
18864,0.49425453
5865,0.48933172
6139,0.616858
5131,0.4943239
18346,0.4943673
18250,0.4981905
5078,0.49447992
5524,0.4947475
18800,0.49544492
5642,0.49492893
6163,0.49525133
6079,0.4833873
5450,0.4941648
6015,0.6099195
18433,0.49628264
18684,0.49637216
17887,0.4952945
5235,0.49053058
5877,0.49598902
18902,0.62088376
6209,0.48955002
5357,0.49238372
18289,0.49361977
18508,0.49544093
5337,0.48957202
5408,0.4938074
5940,0.496848
18555,0.494066
18844,0.4935306
6019,0.49502838
18834,0.49565822
5913,0.49195185
18161,0.49248555
18880,0.49310917
18434,0.49315718
18422,0.49283174
5448,0.49473518
5737,0.4937507
5990,0.4951144
5676,0.491733
18484,0.49490198
18136,0.49244407
18037,0.49608546
6226,0.49389994
18389,0.49193996
18660,0.49464208
5718,0.49577782
18371,0.6130618
6147,0.49593657
5189,0.49424493
18583,0.4943805
5949,0.49284062
5267,0.61663145
5460,0.49321315
5487,0.48888275
18811,0.49558264
6268,0.4922915
18049,0.4953112
5082,0.48940328
17883,0.62074536
18754,0.6266817
18907,0.48884258
5916,0.4929731
5547,0.6064626
17621,0.4931464
5605,0.6169968
5366,0.6255343
18184,0.49195164
5774,0.61317486
5485,0.49312615
5416,0.621893
18375,0.49341467
18338,0.49129164
5495,0.49291807
18396,0.48901555
18505,0.49006745
18386,0.49261904
5895,0.4950904
18056,0.48964864
5490,0.495215
5906,0.49321446
5122,0.6111782
18378,0.63113004
18856,0.4925914
17797,0.6186811
17771,0.61597204
18224,0.4907757
17903,0.49028945
6309,0.487769
18662,0.4929733
18263,0.49103722
18453,0.48736587
5830,0.48843274
17849,0.6301265
18268,0.48606575
17760,0.49211454
18187,0.48882526
5287,0.49402398
18471,0.49434242
6306,0.49298546
5591,0.4935843
5253,0.49315274
18759,0.48888722
18209,0.62801886
17666,0.48907
18730,0.48891437
18235,0.6242896
5685,0.48877612
18862,0.49099723
18373,0.4933923
18874,0.48888695
18436,0.49517116
6116,0.4946013
17675,0.49427637
17637,0.48828515
17781,0.49383533
6003,0.62101734
17679,0.6285188
5880,0.4915498
18277,0.49479565
17655,0.49178475
6045,0.4888268
18483,0.4885048
18540,0.49082133
5802,0.49140877
5295,0.48720986
18891,0.48776954
18234,0.49230242
5874,0.63258517
5876,0.48878956
17835,0.54392165
17642,0.49271452
18644,0.6336553
18152,0.4921066
5597,0.49393395
5202,0.49389324
17977,0.4914664
5793,0.49111053
18206,0.4930743
18604,0.49075618
5691,0.49127728
6216,0.61937934
5272,0.4916099
18213,0.4918198
17829,0.4903206
6029,0.4918572
18734,0.49107027
17988,0.6123419
5095,0.49522015
18815,0.49240556
5115,0.49026236
17855,0.48630694
5777,0.6383879
5647,0.48967505
5894,0.6197052
5167,0.49126026
18888,0.49319524
6152,0.4944963
18624,0.49315518
17995,0.49150565
18259,0.48829556
17979,0.4939193
18381,0.49252734
18824,0.4881295
17620,0.4848554
5878,0.48739043
6118,0.4911461
5377,0.53765464
6230,0.49094477
18140,0.48811623
18468,0.4937731
5304,0.4901373
5736,0.6264499
5125,0.48831862
18629,0.633814
18200,0.49404317
5585,0.4919542
5952,0.48887795
5152,0.4917402
6285,0.54381347
5630,0.6122174
18723,0.49123973
